,from_name,to_name,type,to_replace,timestamp,datetime,datetime_date,datetime_time
0,StudyNo,study_no,string,,,False,,
1,Initials,initials,string,,,False,,
2,EvoDate,evo_date,datetime64[ns],,,True,,
3,Etime,etime,string,,,False,,
4,Studyday,studyday,Int64,,,False,,
5,inpatient,inpatient,boolean,,,False,,
6,outpatient,outpatient,boolean,,,False,,
7,phone,phone,boolean,,,False,,
8,IsFever,is_fever,category,"{'V_0': 1, 'V_1': 2}",,False,,
9,MaxTemp,max_temp,float64,,,False,,
10,MaxResp,max_resp,Int64,,,False,,
11,MaxPulse,max_pulse,Int64,,,False,,
12,SBP,sbp,Int64,,,False,,
13,DBP,dbp,Int64,,,False,,
14,Chillsrigors,chillsrigors,category,"{'V_0': 2, 'V_1': 1}",,False,,
15,ChillDate,chill_date,datetime64[ns],,,True,,
16,ChillTime,chill_time,category,{'V_1': '16:00'},,False,,
17,Anorexia,anorexia,category,"{'V_0': 1, 'V_1': 2}",,False,,
18,AnotDate,anot_date,datetime64[ns],,,True,,
19,AnoTime,ano_time,category,"{'V_1': '19:00', 'V_2': '20:00', 'V_3': '19:30'}",,False,,
20,Nausea,nausea,category,"{'V_0': 2, 'V_1': 1}",,False,,
21,NauseatDate,nauseat_date,datetime64[ns],,,True,,
22,NauseaTime,nausea_time,string,,,False,,
23,Vomiting,vomiting,category,"{'V_0': 2, 'V_1': 1}",,False,,
24,VomitingYes,vomiting_yes,category,"{'V_1': 1, 'V_2': 2}",,False,,
25,VomitingDate,vomiting_date,datetime64[ns],,,True,,
26,VomitingTime,vomiting_time,category,"{'V_1': '21:00', 'V_2': '22:00', 'V_3': '11:30'}",,False,,
27,Cough,cough,category,"{'V_0': 2, 'V_1': 1}",,False,,
28,CoughDate,cough_date,datetime64[ns],,,True,,
29,CoughTime,cough_time,string,,,False,,
30,Diarrhoea,diarrhoea,category,"{'V_0': 2, 'V_1': 1}",,False,,
31,DiarrhoeaDate,diarrhoea_date,datetime64[ns],,,True,,
32,DiarrhoeaTime,diarrhoea_time,string,,,False,,
33,AbPain,ab_pain,category,"{'V_0': 2, 'V_1': 1}",,False,,
34,AbPainYes,ab_painyes,category,"{'V_1': 1, 'V_2': 2, 'V_3': 3}",,False,,
35,AbPainDate,ab_paindate,datetime64[ns],,,True,,
36,AbPainTime,ab_paintime,category,"{'V_1': '19:00', 'V_2': '06:00', 'V_3': '15:00', 'V_4': '23:00', 'V_5': '20:00'}",,False,,
37,Headache,headache,category,"{'V_0': 1, 'V_1': 2}",,False,,
38,HeadacheYes,headache_yes,category,"{'V_0': 2, 'V_1': 1, 'V_3': 3}",,False,,
39,HeadacheDate,headache_date,datetime64[ns],,,True,,
40,HeadacheTime,headache_time,category,{'V_1': '19:00'},,False,,
41,JointPain,joint_pain,category,"{'V_0': 1, 'V_1': 2}",,False,,
